1.000000000000000000e+00 1.178212980000000076e+00 7.168907450000000381e+01
1.059253730000000004e+00 1.199876799999999966e+00 7.593803800000000592e+01
1.122018449999999889e+00 1.224185560000000006e+00 8.043897950000000208e+01
1.188502230000000104e+00 1.251462400000000086e+00 8.520686919999999986e+01
1.258925410000000022e+00 1.282069979999999942e+00 9.025757219999999847e+01
1.333521430000000008e+00 1.316415370000000085e+00 9.560790230000000633e+01
1.412537539999999980e+00 1.354955439999999900e+00 1.012756799999999942e+02
1.496235659999999967e+00 1.398203029999999902e+00 1.072797960000000046e+02
1.584893190000000063e+00 1.446733840000000049e+00 1.136402719999999960e+02
1.678804020000000063e+00 1.501194120000000076e+00 1.203783379999999994e+02
1.778279409999999894e+00 1.562309390000000020e+00 1.275164989999999960e+02
1.883649090000000026e+00 1.630894230000000000e+00 1.350786219999999958e+02
1.995262309999999983e+00 1.707863289999999923e+00 1.430900159999999914e+02
2.113489040000000152e+00 1.794243639999999917e+00 1.515775260000000060e+02
2.238721139999999998e+00 1.891188719999999934e+00 1.605696309999999869e+02
2.371373709999999857e+00 1.999994030000000089e+00 1.700965459999999894e+02
2.511886430000000114e+00 2.122114820000000179e+00 1.801903369999999995e+02
2.660725059999999864e+00 2.259185990000000199e+00 1.908850419999999986e+02
2.818382929999999842e+00 2.413044600000000095e+00 2.022167980000000114e+02
2.985382620000000209e+00 2.585755149999999780e+00 2.142239869999999939e+02
3.162277659999999990e+00 2.779638279999999906e+00 2.269473839999999996e+02
3.349654389999999982e+00 2.997303060000000130e+00 2.404303209999999922e+02
3.548133889999999901e+00 3.241683590000000059e+00 2.547188690000000122e+02
3.758374040000000083e+00 3.516080389999999944e+00 2.698620300000000043e+02
3.981071710000000152e+00 3.824207309999999804e+00 2.859119489999999928e+02
4.216965029999999892e+00 4.170244720000000349e+00 3.029241480000000024e+02
4.466835920000000293e+00 4.558899939999999873e+00 3.209577780000000189e+02
4.731512590000000351e+00 4.995475970000000210e+00 3.400759009999999876e+02
5.011872340000000037e+00 5.485949739999999686e+00 3.603457989999999995e+02
5.308844439999999665e+00 6.037061419999999679e+00 3.818393149999999991e+02
5.623413249999999586e+00 6.656416440000000101e+00 4.046332350000000133e+02
5.956621440000000156e+00 7.352602450000000012e+00 4.288097139999999854e+02
6.309573440000000311e+00 8.135323409999999811e+00 4.544567490000000021e+02
6.683439179999999702e+00 9.015553969999999140e+00 4.816687150000000202e+02
7.079457839999999891e+00 1.000571760000000054e+01 5.105469709999999850e+02
7.498942089999999894e+00 1.111989239999999945e+01 5.412005420000000413e+02
7.943282349999999603e+00 1.237405049999999918e+01 5.737468959999999925e+02
8.413951420000000070e+00 1.378633600000000037e+01 6.083128380000000561e+02
8.912509379999999481e+00 1.537739050000000063e+01 6.450355279999999993e+02
9.440608759999999933e+00 1.717073470000000057e+01 6.840636600000000271e+02
1.000000000000000000e+01 1.919321760000000054e+01 7.255588239999999587e+02
1.059253730000000004e+01 2.147554840000000098e+01 7.696970890000000054e+02
1.122018450000000023e+01 2.405292880000000011e+01 8.166708509999999706e+02
1.188502229999999926e+01 2.696580840000000023e+01 8.666910090000000082e+02
1.258925409999999978e+01 3.026079190000000096e+01 9.199895109999999931e+02
1.333521430000000052e+01 3.399173530000000198e+01 9.768223870000000488e+02
1.412537539999999936e+01 3.822107809999999972e+01 1.037473340000000007e+03
1.496235659999999967e+01 4.302147229999999922e+01 1.102258059999999887e+03
1.584893190000000018e+01 4.847778809999999794e+01 1.171529350000000022e+03
1.678804020000000108e+01 5.468960090000000207e+01 1.245683399999999892e+03
1.778279410000000027e+01 6.177429719999999946e+01 1.325167339999999967e+03
1.883649090000000115e+01 6.987098539999999502e+01 1.410488450000000057e+03
1.995262310000000028e+01 7.914545970000000352e+01 1.502225519999999960e+03
2.113489039999999974e+01 8.979655759999999987e+01 1.601042850000000044e+03
2.238721140000000176e+01 1.020643780000000049e+02 1.707707709999999906e+03
2.371373709999999946e+01 1.162410129999999953e+02 1.823112149999999929e+03
2.511886429999999848e+01 1.326847080000000005e+02 1.948300639999999930e+03
2.660725060000000042e+01 1.518387730000000033e+02 2.084505200000000059e+03
2.818382929999999931e+01 1.742571320000000128e+02 2.233190619999999853e+03
2.985382620000000031e+01 2.006393429999999967e+02 2.396113049999999930e+03
3.162277660000000168e+01 2.318792620000000113e+02 2.575396870000000035e+03
3.349654389999999893e+01 2.691337980000000130e+02 2.773636719999999968e+03
3.548133889999999724e+01 3.139217380000000048e+02 2.994034230000000207e+03
3.758374040000000349e+01 3.682685849999999732e+02 3.240584069999999883e+03
3.981071709999999797e+01 4.349234250000000088e+02 3.518330230000000029e+03
4.216965030000000070e+01 5.176914729999999736e+02 3.833724209999999857e+03
4.466835919999999760e+01 6.219577849999999444e+02 4.195132740000000013e+03
4.731512589999999818e+01 7.555371539999999868e+02 4.613567149999999856e+03
