1.000000000000000000e+00 1.155287200000000070e+00 6.135836950000000201e+01
1.059253730000000004e+00 1.174128999999999978e+00 6.499489029999999445e+01
1.122018449999999889e+00 1.195271009999999912e+00 6.884704100000000437e+01
1.188502230000000104e+00 1.218994179999999927e+00 7.292762720000000343e+01
1.258925410000000022e+00 1.245613840000000083e+00 7.725021889999999303e+01
1.333521430000000008e+00 1.275483879999999903e+00 8.182919619999999838e+01
1.412537539999999980e+00 1.309001510000000090e+00 8.667979929999999911e+01
1.496235659999999967e+00 1.346612549999999908e+00 9.181818040000000281e+01
1.584893190000000063e+00 1.388817420000000080e+00 9.726145970000000318e+01
1.678804020000000063e+00 1.436177819999999938e+00 1.030277849999999944e+02
1.778279409999999894e+00 1.489324340000000024e+00 1.091363929999999982e+02
1.883649090000000026e+00 1.548964860000000110e+00 1.156076819999999969e+02
1.995262309999999983e+00 1.615894139999999979e+00 1.224632759999999934e+02
2.113489040000000152e+00 1.691004540000000000e+00 1.297261100000000056e+02
2.238721139999999998e+00 1.775298049999999961e+00 1.374205069999999864e+02
2.371373709999999857e+00 1.869899919999999938e+00 1.455722670000000107e+02
2.511886430000000114e+00 1.976073930000000090e+00 1.542087620000000072e+02
2.660725059999999864e+00 2.095239610000000141e+00 1.633590389999999957e+02
2.818382929999999842e+00 2.228991629999999891e+00 1.730539249999999925e+02
2.985382620000000209e+00 2.379121710000000167e+00 1.833261489999999867e+02
3.162277659999999990e+00 2.547643289999999894e+00 1.942104620000000068e+02
3.349654389999999982e+00 2.736819380000000024e+00 2.057437799999999868e+02
3.548133889999999901e+00 2.949194059999999951e+00 2.179653279999999995e+02
3.758374040000000083e+00 3.187627979999999805e+00 2.309168009999999924e+02
3.981071710000000152e+00 3.455338709999999924e+00 2.446425370000000044e+02
4.216965029999999892e+00 3.755946240000000103e+00 2.591897069999999985e+02
4.466835920000000293e+00 4.093524689999999744e+00 2.746085249999999860e+02
4.731512590000000351e+00 4.472661010000000381e+00 2.909524690000000078e+02
5.011872340000000037e+00 4.898521559999999830e+00 3.082785369999999716e+02
5.308844439999999665e+00 5.376928099999999766e+00 3.266475159999999960e+02
5.623413249999999586e+00 5.914444239999999908e+00 3.461242889999999761e+02
5.956621440000000156e+00 6.518474300000000277e+00 3.667781739999999786e+02
6.309573440000000311e+00 7.197376320000000050e+00 3.886832959999999844e+02
6.683439179999999702e+00 7.960591789999999612e+00 4.119190070000000219e+02
7.079457839999999891e+00 8.818794569999999666e+00 4.365703629999999862e+02
7.498942089999999894e+00 9.784062710000000607e+00 4.627286460000000261e+02
7.943282349999999603e+00 1.087007679999999965e+01 4.904919719999999757e+02
8.413951420000000070e+00 1.209234979999999915e+01 5.199659709999999677e+02
8.912509379999999481e+00 1.346849459999999965e+01 5.512645619999999553e+02
9.440608759999999933e+00 1.501853589999999983e+01 5.845108480000000100e+02
1.000000000000000000e+01 1.676527499999999904e+01 6.198381369999999606e+02
1.059253730000000004e+01 1.873472020000000171e+01 6.573911269999999831e+02
1.122018450000000023e+01 2.095659309999999920e+01 6.973272799999999734e+02
1.188502229999999926e+01 2.346493089999999881e+01 7.398184169999999540e+02
1.258925409999999978e+01 2.629880380000000173e+01 7.850525939999999991e+02
1.333521430000000052e+01 2.950317439999999891e+01 8.332362990000000309e+02
1.412537539999999936e+01 3.312993409999999983e+01 8.845970489999999700e+02
1.496235659999999967e+01 3.723915869999999728e+01 9.393864700000000312e+02
1.584893190000000018e+01 4.190063990000000160e+01 9.978839699999999766e+02
1.678804020000000108e+01 4.719576539999999909e+01 1.060401139999999941e+03
1.778279410000000027e+01 5.321984239999999744e+01 1.127287019999999984e+03
1.883649090000000115e+01 6.008499059999999758e+01 1.198934549999999945e+03
1.995262310000000028e+01 6.792377089999999384e+01 1.275788299999999936e+03
2.113489039999999974e+01 7.689377530000000149e+01 1.358354059999999890e+03
2.238721140000000176e+01 8.718348050000000171e+01 1.447210520000000088e+03
2.371373709999999946e+01 9.901978389999999308e+01 1.543023809999999912e+03
2.511886429999999848e+01 1.126777960000000007e+02 1.646565659999999980e+03
2.660725060000000042e+01 1.284937030000000107e+02 1.758736149999999952e+03
2.818382929999999931e+01 1.468818400000000111e+02 1.880592579999999998e+03
2.985382620000000031e+01 1.683576380000000086e+02 2.013386250000000018e+03
3.162277660000000168e+01 1.935688580000000059e+02 2.158610000000000127e+03
3.349654389999999893e+01 2.233386920000000089e+02 2.318059879999999794e+03
3.548133889999999724e+01 2.587261770000000070e+02 2.493916270000000168e+03
3.758374040000000349e+01 3.011122669999999744e+02 2.688851650000000063e+03
3.981071709999999797e+01 3.523247339999999781e+02 2.906175249999999778e+03
4.216965030000000070e+01 4.148231020000000058e+02 3.150029790000000048e+03
4.466835919999999760e+01 4.919786290000000122e+02 3.425661810000000060e+03
4.731512589999999818e+01 5.885088349999999764e+02 3.739797540000000026e+03
5.011872340000000037e+01 7.111707959999999957e+02 4.101170189999999820e+03
5.308844440000000020e+01 8.699020470000000387e+02 4.521262829999999667e+03
5.623413250000000119e+01 1.079764269999999897e+03 5.015348860000000059e+03
5.956621439999999978e+01 1.364385170000000016e+03 5.603904779999999846e+03
6.309573439999999778e+01 1.762318760000000111e+03 6.314343109999999797e+03
6.683439180000000590e+01 2.339345830000000205e+03 7.182413559999999961e+03
7.079457840000000601e+01 3.213336780000000090e+03 8.250210950000000594e+03
7.498942089999999894e+01 4.605990749999999935e+03 9.548287229999999909e+03
7.943282349999999781e+01 6.946729140000000370e+03 1.101214890000000014e+04
8.413951419999999359e+01 1.101607049999999981e+04 1.214559790000000066e+04
8.912509380000000192e+01 1.757950389999999970e+04 1.095821600000000035e+04
9.440608760000000643e+01 2.390323809999999867e+04 3.492368699999999990e+03
1.000000000000000000e+02 2.200846010000000024e+04 -7.279974030000000312e+03
1.059253729999999933e+02 1.476136559999999918e+04 -1.194015780000000086e+04
1.122018450000000058e+02 9.169254580000000715e+03 -1.182625870000000032e+04
1.188502229999999997e+02 5.884452369999999974e+03 -1.044525050000000010e+04
1.258925409999999943e+02 3.980933669999999893e+03 -9.022189819999999600e+03
1.333521430000000123e+02 2.825491579999999885e+03 -7.813286119999999755e+03
1.412537539999999865e+02 2.085583140000000185e+03 -6.827211320000000342e+03
1.496235660000000109e+02 1.588412199999999984e+03 -6.024496960000000399e+03
1.584893189999999947e+02 1.240451450000000023e+03 -5.364686679999999797e+03
1.678804020000000037e+02 9.884952230000000100e+02 -4.815292400000000271e+03
1.778279410000000098e+02 8.008012700000000450e+02 -4.351774680000000444e+03
1.883649090000000115e+02 6.576079069999999547e+02 -3.955847380000000157e+03
1.995262309999999957e+02 5.461432389999999941e+02 -3.613839399999999841e+03
2.113489040000000045e+02 4.578785790000000020e+02 -3.315429759999999987e+03
2.238721140000000105e+02 3.869534170000000017e+02 -3.052731470000000172e+03
2.371373710000000017e+02 3.292380850000000123e+02 -2.819640310000000227e+03
2.511886430000000132e+02 2.817571179999999913e+02 -2.611372190000000046e+03
2.660725059999999758e+02 2.423238440000000082e+02 -2.424132439999999860e+03
2.818382930000000215e+02 2.093026130000000080e+02 -2.254876810000000205e+03
2.985382619999999747e+02 1.814503530000000069e+02 -2.101137000000000171e+03
3.162277659999999742e+02 1.578086999999999875e+02 -1.960891589999999951e+03
3.349654390000000035e+02 1.376291239999999902e+02 -1.832469630000000052e+03
3.548133889999999724e+02 1.203200400000000059e+02 -1.714477650000000040e+03
3.758374039999999923e+02 1.054088380000000029e+02 -1.605743960000000015e+03
3.981071709999999939e+02 9.251422049999999331e+01 -1.505275630000000092e+03
4.216965030000000070e+02 8.132577709999999627e+01 -1.412225030000000061e+03
4.466835919999999760e+02 7.158871630000000152e+01 -1.325863479999999981e+03
4.731512589999999818e+02 6.309231270000000080e+01 -1.245560420000000022e+03
5.011872339999999895e+02 5.566107569999999782e+01 -1.170766769999999951e+03
5.308844440000000304e+02 4.914792880000000252e+01 -1.101001569999999901e+03
5.623413249999999834e+02 4.342889199999999761e+01 -1.035841120000000046e+03
5.956621440000000121e+02 3.839889840000000021e+01 -9.749102380000000494e+02
6.309573440000000346e+02 3.396847720000000237e+01 -9.178749719999999570e+02
6.683439180000000306e+02 3.006110040000000083e+01 -8.644366949999999861e+02
7.079457840000000033e+02 2.661104660000000166e+01 -8.143271690000000262e+02
7.498942090000000462e+02 2.356166789999999978e+01 -7.673044459999999845e+02
7.943282349999999497e+02 2.086397380000000013e+01 -7.231494380000000319e+02
8.413951419999999644e+02 1.847546840000000046e+01 -6.816630360000000337e+02
8.912509380000000192e+02 1.635918810000000079e+01 -6.426636730000000171e+02
9.440608760000000075e+02 1.448290169999999932e+01 -6.059852600000000393e+02
1.000000000000000000e+03 1.281844139999999932e+01 -5.714754229999999779e+02
1.059253729999999905e+03 1.134114070000000041e+01 -5.389940010000000257e+02
1.122018450000000030e+03 1.002935989999999933e+01 -5.084117420000000038e+02
1.188502230000000054e+03 8.864083380000000290e+00 -4.796091930000000048e+02
1.258925410000000056e+03 7.828576729999999984e+00 -4.524757230000000163e+02
1.333521430000000009e+03 6.908093469999999847e+00 -4.269086819999999989e+02
1.412537540000000035e+03 6.089623379999999919e+00 -4.028126589999999965e+02
1.496235660000000053e+03 5.361675800000000436e+00 -3.800988360000000057e+02
1.584893190000000004e+03 4.714092349999999598e+00 -3.586844110000000114e+02
1.678804020000000037e+03 4.137884770000000323e+00 -3.384920970000000011e+02
1.778279410000000098e+03 3.625093929999999798e+00 -3.194496669999999767e+02
1.883649089999999887e+03 3.168667189999999856e+00 -3.014895520000000033e+02
1.995262310000000070e+03 2.762351240000000097e+00 -2.845484829999999761e+02
2.113489039999999932e+03 2.400598459999999879e+00 -2.685671649999999886e+02
2.238721140000000105e+03 2.078484860000000101e+00 -2.534899880000000110e+02
2.371373709999999846e+03 1.791638000000000064e+00 -2.392647570000000030e+02
2.511886430000000018e+03 1.536173709999999915e+00 -2.258424550000000011e+02
2.660725060000000212e+03 1.308640339999999957e+00 -2.131770260000000121e+02
2.818382930000000215e+03 1.105969619999999987e+00 -2.012251689999999940e+02
2.985382619999999861e+03 9.254332960000000163e-01 -1.899461609999999894e+02
3.162277660000000196e+03 7.646048770000000161e-01 -1.793016839999999945e+02
3.349654390000000149e+03 6.213257439999999576e-01 -1.692556710000000066e+02
3.548133890000000065e+03 4.936752019999999797e-01 -1.597741650000000107e+02
3.758374040000000150e+03 3.799439510000000020e-01 -1.508251840000000072e+02
3.981071710000000166e+03 2.786105759999999987e-01 -1.423785990000000083e+02
4.216965030000000297e+03 1.883207040000000054e-01 -1.344060210000000097e+02
4.466835920000000442e+03 1.078685060000000029e-01 -1.268806940000000054e+02
4.731512590000000273e+03 3.618028799999999795e-02 -1.197773969999999935e+02
5.011872339999999895e+03 -2.770008649999999850e-02 -1.130723519999999951e+02
5.308844439999999850e+03 -8.462414470000000077e-02 -1.067431380000000019e+02
5.623413249999999607e+03 -1.353503100000000015e-01 -1.007686110000000070e+02
5.956621439999999893e+03 -1.805541320000000061e-01 -9.512882860000000562e+01
